Longitude,Latitude,Specialty,Army,Air Force,Navy,Website,Color,Air Force spots available (2022),Navy spots available (2022)
39.0016,-77.0935,WRNMMC Transitional Year,1,1,1,https://walterreed.tricare.mil/About-Us/Graduate-Medical-Education/Graduate-Medical-Education-Programs/Transitional-Year-Internship,green,1,11
39.0016,-77.0935,WRNMMC Urology,1,1,1,https://walterreed.tricare.mil/About-Us/Graduate-Medical-Education/Graduate-Medical-Education-Programs/NCC-Walter-Reed-Urology-Residency-Program,green,0,1
30.4636,-86.5533,Eglin AFB Family Medicine,0,1,0,https://www.eglinfmr.com,blue,11,NaN
30.4094,-88.9253,Keesler AFB Internal Medicine,0,1,0,https://www.keesler.af.mil/Units/81st-Training-Wing/Graduate-Medical-Education/Internal-Medicine-Residency,blue,9,NaN
30.4094,-88.9253,Keesler AFB General Surgery,0,1,0,https://www.keesler.af.mil/Units/81st-Training-Wing/Graduate-Medical-Education/General-Surgery/,blue,4,NaN
36.2406,-115.0543,Nellis AFB Family Medicine,0,1,0,https://www.nellis.af.mil/Units/Mike-OCallaghan-Military-Medical-Center/FMR/,blue,9,NaN
36.2406,-115.0543,Nellis AFB Emergency Medicine,0,1,0,https://nellis.tricare.mil/Academics/Graduate-Medical-Education/Emergency-Medicine,blue,4,NaN
36.2406,-115.0543,Nellis AFB General Surgery,0,1,0,https://nellis.tricare.mil/Academics/Graduate-Medical-Education/General-Surgery,blue,5,NaN
36.2406,-115.0543,Nellis AFB OBGYN,0,1,0,https://nellis.tricare.mil/Academics/Graduate-Medical-Education/Gynecologic-Surgery-and-Obstetrics,blue,2,NaN
41.1243,-95.9146,Offutt AFB Family Medicine,0,1,0,https://www.unmc.edu/familymed/residency/omaha-track/programs/united-states-air-force-residency.html,blue,7,NaN
38.5416,-89.855,Scott AFB Family Medicine,0,1,0,https://www.slu.edu/medicine/family-medicine/southwest-il-residency/index.php,blue,7,NaN
38.2721,-121.9399,Travis AFB Diagnostic Radiology,0,1,0,https://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education/Residency-Programs/Diagnostic-Radiology-Residency-Program,blue,0,NaN
38.2721,-121.9399,Travis AFB Emergency Medicine,0,1,0,https://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education/Residency-Programs/Emergency-Medicine-Residency-Program,blue,0,NaN
38.2721,-121.9399,Travis AFB Family Medicine,0,1,0,https://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education/Residency-Programs/Family-Medicine-Residency-Program,blue,11,NaN
38.2721,-121.9399,Travis AFB General Surgery,0,1,0,https://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education/Residency-Programs/General-Surgery-Residency-Program,blue,10,NaN
38.2721,-121.9399,Travis AFB Internal Medicine,0,1,0,https://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education/Residency-Programs/Internal-Medicine-Residency-Program,blue,2,NaN
38.2721,-121.9399,Travis AFB Transitional Year,0,1,0,https://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education/Residency-Programs/Transitional-Year-Residency-Program,blue,0,NaN
38.2721,-121.9399,Travis AFB Vascular Surgery,0,1,0,https://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education/Residency-Programs/Vascular-Surgery-Residency-Program,blue,1,NaN
39.78784195,-84.0817957,USAF School of Aerospace Medicine - Aerospace Medicine,0,1,0,https://www.wpafb.af.mil/afrl/711hpw/USAFSAM/Operational-Graduate-Medicine-Education-program,blue,13,NaN
39.464057,-84.034234,Wright Patterson/WSU Emergency Medicine,0,1,0,https://medicine.wright.edu/emergency-medicine/residency-program,blue,8,NaN
39.464057,-84.034234,Wright Patterson/WSU General Surgery,0,1,0,https://medicine.wright.edu/surgery/residency-program,blue,8,NaN
39.464057,-84.034234,Wright Patterson/WSU Internal Medicine,0,1,0,https://medicine.wright.edu/internal-medicine-and-neurology,blue,15,NaN
39.464057,-84.034234,Wright Patterson/WSU OBGYN,0,1,0,https://medicine.wright.edu/obstetrics-and-gynecology/residency-program,blue,3,NaN
39.464057,-84.034234,Wright Patterson/WSU Pediatrics,0,1,0,https://medicine.wright.edu/pediatrics/residency-program,blue,7,NaN
39.464057,-84.034234,Wright Patterson/WSU Psychiatry,0,1,0,https://medicine.wright.edu/psychiatry/residency-program,blue,7,NaN
34.6251,-77.4013,NMCCL Family Medicine,0,0,1,https://camp-lejeune.tricare.mil/About-Us/Residency-Program,yellow,NaN,10
33.3178,-117.3205,NHCP Family Medicine,0,0,1,https://camp-pendleton.tricare.mil/about-us/residency-program,yellow,NaN,13
30.22,-81.685,NHJ Family Medicine,0,0,1,https://jacksonville.tricare.mil/About-Us/Family-Medicine-Residency,yellow,NaN,13
36.8441,-76.3048,NMCP General Surgery,0,0,1,https://portsmouth.tricare.mil/Portals/130/General%20Surgery%20NMCP%20Residency%20Info%20Packet.pdf,yellow,NaN,12
36.8441,-76.3048,NMCP Internal Medicine,0,0,1,https://portsmouth.tricare.mil/Portals/130/Internal%20Medicine%20NMCP%20recruitment%20flyer%202020.pdf,yellow,NaN,15
36.8441,-76.3048,NMCP OBGYN,0,1,1,https://portsmouth.tricare.mil/Research-Education/Graduate-Medical-Education-Dental-Programs/Residencies-Internships/OB-GYN,yellow,3,2
36.8441,-76.3048,NMCP Orthopaedic Surgery,0,0,1,https://portsmouth.tricare.mil/Portals/130/Orthopedic%20Surgery%20Residency%20fall%202019%20latest.pdf,yellow,NaN,2
36.8441,-76.3048,NMCP Psychiatry,0,0,1,https://portsmouth.tricare.mil/Research-Education/Graduate-Medical-Education-Dental-Programs/Residencies-Internships/Psychiatry,yellow,NaN,6
36.8441,-76.3048,NMCP Pediatrics,0,1,1,https://portsmouth.tricare.mil/Portals/130/Pediatrics%20NMCP%20%20One%20Pager.pdf,yellow,6,4
36.8441,-76.3048,NMCP Transitional Year,0,1,1,https://portsmouth.tricare.mil/Portals/130/Transitional%20Year%20Program%20BrochureNMCP2020.pdf,yellow,1,22
36.8441,-76.3048,NMCP Emergency Medicine,0,0,1,https://portsmouth.tricare.mil/Portals/130/Emergency%20Medicine%20Residency_Brochure_AY_19_20_v13_MAY_2020%20%28002%29.pdf,yellow,NaN,0
36.8441,-76.3048,NMCP Diagnostic Radiology,0,1,1,https://portsmouth.tricare.mil/Portals/130/NMCP%20Diagnostic%20Radiology%20Residency%20Program%20pdf.pdf,yellow,1,0
32.6848,-117.13,NMCSD General Surgery,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/General-Surgery,yellow,NaN,11
32.6848,-117.13,NMCSD Internal Medicine,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Internal-Medicine,yellow,NaN,15
32.6848,-117.13,NMCSD OBGYN,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Obstetrics-Gynecology-Ob-Gyn,yellow,NaN,4
32.6848,-117.13,NMCSD Orthopaedic Surgery,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Orthopaedic-Surgery,yellow,NaN,1
32.6848,-117.13,NMCSD Psychiatry,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Psychiatry,yellow,NaN,8
32.6848,-117.13,NMCSD Pediatrics,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Pediatrics,yellow,NaN,5
32.6848,-117.13,NMCSD Transitional Year,0,1,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Transitional-Year,yellow,1,22
32.6848,-117.13,NMCSD Emergency Medicine,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Emergency-Medicine,yellow,NaN,10
32.6848,-117.13,NMCSD Diagnostic Radiology,0,1,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Radiology,yellow,1,0
32.6848,-117.13,NMCSD Anesthesiology,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Anesthesiology,yellow,NaN,0
32.6848,-117.13,NMCSD Dermatology,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Dermatology,yellow,NaN,0
32.6848,-117.13,NMCSD Otolaryngology,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Otolaryngology,yellow,NaN,1
32.6848,-117.13,NMCSD Ophthalmology,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Ophthalmology,yellow,NaN,0
32.6848,-117.13,NMCSD Pathology,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Pathology,yellow,NaN,0
32.6848,-117.13,NMCSD Urology,0,0,1,https://sandiego.tricare.mil/Graduate-Medical-Education/GME-Programs/Sponsored-Programs/Urology,yellow,NaN,2
